datetime,AAPL,AXP,BA,GE,JNJ,JPM,KO,MCD,MSFT,VZ,WMT,XOM
2008-12-15,3.38393,19.34,38.74,130.38461,57.81,28.63,22.485,60.69,19.04,30.29382,54.71,79.95
2008-12-16,3.40821,20.06,41.9,137.84616,59.6,32.35,23.23,62.92,20.11,31.41928,55.24,83.14
2008-12-17,3.18429,19.81,41.02,133.76923,58.78,31.86,22.74,62.63,19.66,31.93512,55.19,81.06
2008-12-18,3.19393,18.9,41.07,122.76923,58.99,30.21,22.59,61.29,19.3,31.2317,55.41,77.0
2008-12-19,3.21429,19.43,41.24,126.92308,58.84,30.32,22.215,60.32,19.12,31.12854,55.74,75.02
2008-12-22,3.06214,18.42,41.12,123.61539,58.93,29.82,22.33,61.4,19.18,31.34425,55.99,74.91
2008-12-23,3.085,17.96,40.15,126.38461,58.68,29.11,21.985,60.65,19.28,30.75338,55.29,75.1
2008-12-24,3.03714,17.97,40.12,123.92308,58.56,29.85,22.05,61.28,19.17,30.80965,55.44,75.78
2008-12-26,3.06464,17.91,40.53,122.84615,58.56,29.8,22.29,61.06,19.13,31.12854,55.35,77.19
2008-12-29,3.09321,17.7,39.99,120.46154,58.15,29.78,22.205,60.38,18.96,31.08164,55.11,78.02
2008-12-30,3.08179,18.0,41.25,121.69231,59.17,31.01,22.465,61.74,19.34,31.16605,55.05,78.59
2008-12-31,3.04821,18.55,42.67,124.61539,59.83,31.53,22.635,62.19,19.44,31.79444,56.06,79.83
2009-01-02,3.24107,19.33,45.25,131.30769,60.65,31.35,22.95,63.75,20.33,32.48848,57.18,81.64
2009-01-05,3.37786,19.95,46.17,127.92308,60.05,29.25,22.72,63.56,20.52,30.46264,56.52,81.63
2009-01-06,3.32214,21.07,46.31,129.69231,59.69,29.88,22.355,62.14,20.76,29.97493,56.02,80.3
2009-01-07,3.25036,20.01,44.76,123.92308,59.13,28.09,22.465,61.24,19.51,29.91866,55.54,78.25
2009-01-08,3.31071,20.04,44.79,124.15385,59.02,27.22,22.62,60.52,20.12,30.37823,51.38,79.09
2009-01-09,3.235,19.23,44.45,123.07692,59.05,25.97,22.3,60.07,19.52,30.16251,51.58,77.57
2009-01-12,3.16643,18.83,43.74,121.76923,58.34,24.91,21.865,60.16,19.47,29.81549,51.39,76.54
2009-01-13,3.1325,18.99,42.46,114.92308,58.84,26.35,22.01,59.32,19.82,29.5435,52.12,77.92
2009-01-14,3.0475,17.83,41.2,108.53846,57.95,25.91,21.31,57.33,19.09,28.66189,51.56,75.1
2009-01-15,2.97786,17.32,40.96,105.92308,57.62,24.34,21.68,57.98,19.24,28.04288,51.35,76.66
2009-01-16,2.94036,17.01,42.46,107.38461,57.44,22.82,21.92,59.67,19.71,28.09915,51.56,78.1
2009-01-20,2.79286,15.6,40.36,99.46154,56.75,18.09,21.44,57.07,18.48,28.01474,50.56,76.29
2009-01-21,2.95821,16.87,42.27,100.23077,56.36,22.63,21.645,58.7,19.38,28.98077,49.14,79.26
2009-01-22,3.15571,16.06,42.26,103.69231,56.87,23.1,21.56,58.72,17.11,28.28673,48.87,78.23
2009-01-23,3.15571,16.0,41.98,92.53846,55.97,24.28,21.1,58.02,17.2,28.54934,48.35,78.04
2009-01-26,3.20143,15.2,43.01,95.53846,56.55,24.5,21.515,58.4,17.63,29.06518,48.6,78.6
2009-01-27,3.24036,16.68,43.22,100.46154,57.54,25.06,21.665,58.52,17.66,28.09915,48.79,78.92
2009-01-28,3.36429,17.85,43.24,103.84615,58.56,27.66,21.93,59.2,18.04,28.99953,48.73,79.25
2009-01-29,3.32143,16.71,40.71,97.84615,58.28,25.43,21.775,58.14,17.59,28.35238,47.86,77.0
2009-01-30,3.21893,16.73,42.31,93.30769,57.69,25.51,21.36,58.02,17.1,28.01474,47.12,76.48
2009-02-02,3.26821,16.98,40.8,89.38461,57.69,25.2,21.12,57.9,17.83,28.69003,46.57,76.69
2009-02-03,3.32071,16.09,42.09,87.46154,58.58,24.05,21.66,58.88,18.5,29.59978,47.81,78.12
2009-02-04,3.34107,16.36,41.97,86.61539,57.96,24.04,21.2,57.86,18.63,28.70878,46.42,77.66
2009-02-05,3.445,17.03,42.72,83.46154,58.11,24.54,21.345,58.36,19.04,29.25276,48.56,79.78
2009-02-06,3.56143,17.93,42.92,85.38461,58.51,27.63,21.775,58.46,19.66,29.74984,49.63,80.34
2009-02-09,3.66107,17.75,42.8,97.23077,58.5,27.28,21.155,59.02,19.44,29.44034,49.28,79.48
2009-02-10,3.49393,15.97,40.21,89.38461,56.73,24.62,20.335,57.28,18.8,28.13667,47.72,76.14
2009-02-11,3.45786,16.36,40.33,91.84615,57.33,26.09,20.635,57.08,19.21,28.11791,48.23,74.58
2009-02-12,3.54536,16.19,39.86,89.84615,57.78,26.19,22.195,56.96,19.26,28.00537,48.13,75.22
2009-02-13,3.54143,15.74,40.48,88.0,57.1,24.69,21.925,56.81,19.09,27.724,46.53,74.59
2009-02-17,3.37607,13.96,38.43,83.15385,55.98,21.65,21.3,55.68,18.09,26.50474,48.24,71.28
2009-02-18,3.37036,14.1,37.98,83.53846,55.83,21.51,21.34,56.41,18.12,26.32654,50.0,71.94
2009-02-19,3.23714,12.87,37.57,77.38461,55.93,20.6,21.65,55.31,17.91,26.25151,50.45,72.16
2009-02-20,3.25714,12.97,36.31,72.15385,54.65,19.9,21.42,54.57,18.0,27.02058,50.02,71.23
2009-02-23,3.10536,12.15,34.46,68.07692,53.65,19.51,21.045,53.87,17.21,26.12021,48.88,69.3
2009-02-24,3.22321,13.62,35.44,69.84615,54.54,21.02,21.53,54.76,17.17,26.79549,50.01,72.09
2009-02-25,3.25571,13.07,33.91,69.30769,53.96,21.73,21.185,54.29,16.96,26.77673,49.21,72.05
2009-02-26,3.18536,12.57,32.71,70.0,52.44,23.05,20.535,52.2,16.42,26.71108,48.25,70.95
2009-02-27,3.18964,12.06,31.44,65.46154,50.0,22.85,20.425,52.25,16.15,26.75797,49.24,67.9
2009-03-02,3.14071,11.06,29.51,58.46154,47.92,21.16,19.845,51.85,15.79,25.81071,48.04,64.91
2009-03-03,3.15607,11.82,29.36,53.92308,47.64,21.01,19.415,52.43,15.88,25.61375,47.38,64.36
2009-03-04,3.25607,11.71,30.31,51.46154,49.1,19.3,19.865,53.15,16.12,26.40158,48.49,65.68
2009-03-05,3.17286,10.33,29.39,51.23077,47.67,16.6,18.925,50.86,15.27,26.17648,49.75,62.22
2009-03-06,3.04643,10.26,30.1,54.30769,47.97,15.93,19.55,52.12,15.28,25.58561,48.91,64.03
2009-03-09,2.96821,10.64,31.0,57.0,46.6,15.9,19.375,52.32,15.15,24.55393,47.51,64.57
2009-03-10,3.16536,12.17,33.01,68.23077,47.78,19.5,19.58,52.6,16.48,25.89511,48.67,67.39
2009-03-11,3.31,11.93,33.27,65.30769,47.9,20.4,19.785,51.03,17.11,25.73567,47.46,65.77
2009-03-12,3.44107,13.15,33.63,73.61539,49.0,23.2,20.42,52.17,17.01,26.3922,48.94,67.15
2009-03-13,3.42607,13.09,33.4,74.0,50.64,23.75,20.61,52.38,16.65,26.63605,49.19,67.2
2009-03-16,3.40786,12.66,33.83,74.30769,50.73,23.09,20.635,51.69,16.25,26.77673,48.8,66.97
2009-03-17,3.55929,12.92,34.44,76.92308,50.72,25.14,20.725,53.64,16.9,27.97723,50.0,69.09
2009-03-18,3.62571,14.09,33.75,79.38461,50.66,27.11,20.825,55.42,16.96,28.85884,50.44,69.17
2009-03-19,3.62929,13.07,33.19,77.92308,50.06,24.95,21.09,54.71,17.14,28.37114,49.95,68.33
2009-03-20,3.62821,12.26,32.55,73.38461,51.67,23.15,21.32,53.2,17.06,27.77089,49.59,66.09
2009-03-23,3.845,14.56,35.5,80.23077,53.23,28.86,22.07,55.16,18.33,29.14021,51.48,70.53
2009-03-24,3.80357,13.9,36.1,80.07692,52.7,26.4,22.01,53.56,17.93,28.61499,51.08,69.38
2009-03-25,3.80321,14.11,37.06,80.69231,52.86,28.56,22.375,55.01,17.88,28.27735,51.68,70.16
2009-03-26,3.92393,15.13,38.66,83.84615,52.9,29.1,22.425,56.06,18.83,28.64313,52.76,71.23
2009-03-27,3.81607,14.45,37.53,82.92308,52.83,27.4,22.55,55.01,18.13,28.71816,52.57,69.98
2009-03-30,3.73179,12.81,35.52,76.38461,53.01,24.85,21.96,53.92,17.48,28.34301,51.76,68.63
2009-03-31,3.75429,13.63,35.58,77.76923,52.6,26.58,21.975,54.57,18.37,28.32425,52.1,68.1
2009-04-01,3.88179,14.44,35.44,78.23077,53.04,28.14,22.43,55.24,19.31,29.2809,52.82,69.23
2009-04-02,4.02536,14.98,37.2,82.61539,52.97,28.16,22.67,56.35,19.29,30.44388,53.64,70.25
2009-04-03,4.1425,15.33,37.69,84.15385,52.15,29.28,22.485,56.64,18.75,30.75338,53.8,70.44
2009-04-06,4.23036,15.16,38.16,86.07692,52.2,28.2,22.495,55.94,18.76,30.97847,53.43,70.05
2009-04-07,4.10714,15.01,36.64,81.92308,51.36,27.25,22.31,55.4,18.76,29.74984,52.39,68.71
2009-04-08,4.15429,15.72,36.87,81.84615,51.45,27.43,22.495,55.56,19.19,29.71232,52.61,68.96
2009-04-09,4.27036,18.83,39.15,87.15385,51.41,32.75,22.495,56.67,19.67,30.10624,50.66,69.84
2009-04-13,4.29357,20.46,37.15,93.30769,51.15,33.7,22.365,56.11,19.59,29.7686,51.53,68.02
2009-04-14,4.22536,18.43,37.04,88.53846,51.37,30.7,22.105,54.82,19.35,29.35593,51.12,67.7
2009-04-15,4.20143,20.62,37.57,91.0,51.77,32.56,22.515,53.95,18.83,29.7217,51.29,68.14
2009-04-16,4.3375,20.69,38.39,94.38461,52.2,33.24,22.55,54.7,19.76,29.75922,50.78,67.41
2009-04-17,4.40786,21.81,38.32,95.30769,53.05,33.26,22.51,56.09,19.2,29.80611,50.2,66.75
2009-04-20,4.30357,18.98,36.48,87.30769,52.47,29.69,22.165,55.33,18.61,29.00891,49.27,65.29
2009-04-21,4.34857,19.57,36.65,90.0,52.46,32.53,21.545,55.63,18.97,29.11208,49.83,66.23
2009-04-22,4.33964,19.43,37.3,90.76923,51.18,31.9,21.465,54.25,18.78,28.99015,48.96,64.75
2009-04-23,4.47857,20.97,37.93,91.38461,51.4,33.21,21.46,55.3,18.92,29.07456,48.86,65.71
2009-04-24,4.425,25.3,38.72,93.15385,50.92,33.38,21.395,54.31,20.91,29.07456,47.87,66.57
2009-04-27,4.45464,24.23,39.47,93.0,50.86,32.78,21.12,54.49,20.4,28.64313,48.51,66.13
2009-04-28,4.425,24.15,38.85,92.30769,50.65,32.79,21.14,54.53,19.93,29.03704,48.47,67.08
2009-04-29,4.46929,24.95,40.55,94.0,51.03,34.48,21.355,54.41,20.25,28.5212,50.45,68.44
2009-04-30,4.49393,25.22,40.05,97.30769,52.36,33.0,21.525,53.29,20.26,28.45555,50.4,66.67
2009-05-01,4.54429,24.29,41.21,97.61539,52.59,32.49,21.235,52.4,20.24,28.65251,50.05,68.01
2009-05-04,4.71679,27.28,42.18,100.76923,53.76,35.79,21.585,52.77,20.19,29.11208,50.84,68.2
2009-05-05,4.73964,26.57,43.15,100.76923,54.36,34.82,21.57,53.16,19.79,28.72754,50.46,67.65
2009-05-06,4.73214,27.14,44.2,105.15385,54.21,37.22,21.47,53.69,19.79,28.84947,49.51,68.58
2009-05-07,4.60929,25.97,43.53,107.38461,54.89,35.24,21.4,53.39,19.32,28.00537,49.89,68.93
2009-05-08,4.61393,28.4,45.83,111.76923,54.98,38.94,21.46,54.92,19.42,27.99599,50.14,70.8
2009-05-11,4.6275,26.04,44.72,109.15385,54.11,35.83,21.375,54.4,19.32,27.96785,50.63,69.27
2009-05-12,4.44357,25.45,44.1,105.23077,55.0,35.36,22.2,53.97,19.89,28.51183,50.9,70.82
2009-05-13,4.2675,24.09,42.95,99.30769,55.15,34.05,21.815,53.49,19.75,27.9022,50.03,69.77
2009-05-14,4.39107,24.72,43.44,100.30769,55.02,35.54,22.45,53.57,20.06,28.11791,49.1,69.76
2009-05-15,4.37214,24.23,43.0,98.92308,55.41,34.91,22.48,53.46,20.22,27.77089,48.15,69.11
2009-05-18,4.52321,26.13,44.37,103.61539,56.05,37.26,23.035,54.2,20.6,27.8553,49.92,70.5
2009-05-19,4.55179,24.79,44.62,105.38461,55.89,35.81,23.32,53.87,20.31,27.80841,49.36,70.52
2009-05-20,4.49536,23.98,44.58,105.92308,55.87,34.55,23.5,56.25,20.38,27.97723,48.94,69.61
2009-05-21,4.435,24.15,43.29,101.84615,54.99,34.9,23.34,55.69,19.82,27.34884,49.11,68.39
2009-05-22,4.375,23.4,42.94,100.76923,54.77,34.41,23.65,57.08,19.75,27.02058,49.25,68.83
2009-05-26,4.67071,24.57,44.16,103.0,55.26,36.54,23.605,58.84,20.34,27.78965,50.0,69.81
2009-05-27,4.75179,23.5,43.57,99.92308,54.22,34.66,23.315,57.82,20.13,27.15189,49.32,68.3
2009-05-28,4.82393,24.3,44.32,101.46154,54.53,36.65,23.45,58.13,20.45,27.45201,49.55,69.23
2009-05-29,4.85036,24.85,44.85,103.69231,55.16,36.9,24.58,58.99,20.89,27.44263,49.74,69.35
2009-06-01,4.97679,25.99,47.7,106.61539,55.78,36.11,24.51,59.85,21.4,27.43325,50.59,71.76
2009-06-02,4.98179,24.71,49.2,106.15385,56.21,34.5,24.83,60.38,21.4,27.73338,49.93,72.92
2009-06-03,5.03393,24.48,48.37,103.84615,56.16,33.98,24.545,60.99,21.73,27.75214,50.88,72.08
2009-06-04,5.13357,25.25,50.57,105.76923,55.84,35.35,24.88,60.24,21.83,27.73338,50.87,72.98
2009-06-05,5.16679,24.95,52.65,104.15385,55.93,34.55,24.72,59.87,22.14,27.43325,51.07,72.97
2009-06-08,5.1375,25.65,52.83,104.30769,55.63,35.39,24.69,58.72,22.05,27.46139,50.81,73.17
2009-06-09,5.09714,26.93,52.35,104.38461,55.7,35.26,24.545,59.08,22.08,27.59269,50.61,73.12
2009-06-10,5.00893,26.69,52.3,103.07692,55.66,34.84,24.205,58.36,22.55,27.69586,50.06,73.84
2009-06-11,4.99821,25.63,50.66,103.53846,56.05,34.94,24.29,57.67,22.83,27.9022,49.32,74.05
2009-06-12,4.89179,25.16,51.44,103.92308,56.06,35.13,24.445,58.36,23.33,28.06164,49.84,73.78
2009-06-15,4.86036,25.23,49.52,101.15385,54.75,34.0,24.055,57.78,23.42,27.88344,48.46,72.81
2009-06-16,4.86964,24.69,48.83,98.30769,54.62,33.5,23.915,57.07,23.45,27.70524,48.25,71.63
2009-06-17,4.84214,23.95,48.55,94.23077,55.2,32.73,23.965,57.37,23.68,27.93033,48.56,71.42
2009-06-18,4.85286,24.1,48.96,92.07692,55.79,34.17,24.775,58.16,23.5,28.22108,48.68,71.44
2009-06-19,4.98143,24.64,48.44,93.07692,56.09,35.0,24.405,58.17,24.07,27.81779,48.17,71.05
2009-06-22,4.90607,23.23,46.9,88.61539,55.49,32.87,23.995,57.2,23.28,28.15543,48.59,68.84
2009-06-23,4.78607,23.39,43.87,89.23077,55.01,33.57,23.9,56.76,23.34,28.62437,48.35,68.95
2009-06-24,4.865,22.93,41.32,90.0,55.46,33.46,23.75,56.3,23.47,28.88698,48.51,68.45
2009-06-25,4.995,24.44,42.53,91.23077,56.27,34.14,23.925,57.46,23.79,29.15897,49.15,69.88
2009-06-26,5.08714,23.76,41.88,90.38461,56.6,34.45,24.065,57.0,23.35,29.06518,48.63,69.05
2009-06-29,5.07036,24.0,42.65,90.46154,56.96,34.6,24.145,57.23,23.86,29.4122,48.76,70.58
2009-06-30,5.08679,23.24,42.5,90.15385,56.8,34.11,23.995,57.49,23.77,28.82133,48.44,69.91
2009-07-01,5.10107,23.0,42.23,90.61539,57.07,33.77,24.59,58.22,24.04,28.90574,48.37,70.56
2009-07-02,5.00071,22.27,40.83,88.15385,55.98,32.27,24.44,57.45,23.37,28.30549,47.79,68.49
2009-07-06,4.95036,23.52,40.56,88.30769,56.62,32.6,24.5,57.99,23.2,28.47431,47.73,68.1
2009-07-07,4.83571,22.63,39.04,84.69231,56.23,32.81,24.32,56.8,22.53,27.79903,47.84,66.56
2009-07-08,4.90071,22.72,39.55,82.38461,57.08,32.71,24.255,57.04,22.56,26.87052,48.37,66.26
2009-07-09,4.87,22.8,39.3,83.53846,56.69,33.62,24.355,56.77,22.44,26.86114,48.08,65.97
2009-07-10,4.94714,23.22,39.65,82.92308,56.93,32.34,24.155,57.05,22.39,26.84238,47.57,65.12
2009-07-13,5.08357,24.52,40.44,88.15385,57.72,34.71,24.525,57.27,23.23,27.24567,47.83,65.7
2009-07-14,5.08107,24.46,40.41,89.53846,58.23,34.7,24.645,57.46,23.11,27.15189,48.13,66.22
2009-07-15,5.24571,27.22,41.36,94.15385,58.96,36.26,25.265,57.08,24.12,27.51766,48.55,68.44
2009-07-16,5.26857,28.28,42.05,95.38461,59.25,36.13,25.395,57.22,24.44,27.66773,48.51,68.46
2009-07-17,5.41964,28.03,41.36,89.61539,59.23,36.89,25.16,57.84,24.29,27.75214,48.49,68.52
2009-07-20,5.46107,28.89,42.2,89.76923,59.06,36.98,25.515,58.28,24.53,27.92096,48.82,68.94
2009-07-21,5.41107,29.38,43.02,88.23077,59.49,36.94,25.175,58.63,24.83,28.43679,48.86,70.47
2009-07-22,5.59786,28.76,42.0,89.46154,59.19,36.83,24.565,58.82,24.8,28.2586,49.17,69.99
2009-07-23,5.63643,29.45,41.95,91.92308,60.22,38.15,24.59,56.09,25.56,29.32779,48.76,71.61
2009-07-24,5.71393,29.51,42.37,92.53846,61.51,37.92,24.68,56.08,23.45,29.5435,48.94,72.29
2009-07-27,5.71786,28.38,42.24,94.76923,61.27,38.13,24.76,55.97,23.11,29.07456,48.97,72.75
2009-07-28,5.71429,27.68,43.25,96.30769,60.92,38.08,24.695,56.47,23.47,29.44971,48.92,71.89
2009-07-29,5.71536,27.75,43.37,94.30769,61.16,37.77,24.64,56.41,23.8,29.99369,49.37,71.43
2009-07-30,5.81393,28.23,43.24,100.84615,61.79,38.47,24.835,55.59,23.81,30.30319,49.98,70.72
2009-07-31,5.83536,28.33,42.91,103.07692,60.89,38.65,24.92,55.06,23.52,30.0781,49.88,70.39
2009-08-03,5.94393,28.65,43.79,105.53846,61.1,39.6,24.8,55.13,23.83,30.04058,49.84,70.65
2009-08-04,5.9125,28.71,44.16,106.30769,61.06,40.21,24.75,55.01,23.77,29.88114,49.85,70.6
2009-08-05,5.89679,30.36,44.03,107.61539,60.45,41.78,24.585,55.09,23.81,29.32779,49.2,70.03
2009-08-06,5.85393,31.31,45.52,110.07692,59.93,40.75,24.695,54.84,23.46,29.03704,48.98,69.73
2009-08-07,5.91107,32.69,46.69,113.07692,59.9,42.36,24.67,55.2,23.56,29.14959,49.29,69.47
2009-08-10,5.88286,32.34,45.77,112.07692,60.72,42.69,24.72,56.27,23.42,28.99953,49.72,69.18
2009-08-11,5.81536,31.51,45.39,107.61539,60.22,41.24,24.52,56.02,23.13,28.6994,50.04,68.13
2009-08-12,5.90393,31.8,46.34,108.69231,60.59,42.21,24.23,56.26,23.53,29.27152,50.51,69.11
2009-08-13,6.015,31.98,46.62,108.46154,60.32,42.9,24.06,55.78,23.62,29.11208,51.88,68.75
2009-08-14,5.95643,31.72,44.87,107.07692,60.08,42.45,24.235,55.27,23.69,29.14959,51.79,68.21
2009-08-17,5.69964,30.39,44.16,102.76923,59.82,40.73,24.35,54.5,23.25,28.34301,51.57,66.55
2009-08-18,5.85714,31.69,43.78,104.53846,59.8,41.7,24.305,55.26,23.58,28.39928,51.36,66.49
2009-08-19,5.87857,31.7,43.52,104.07692,60.37,41.41,24.68,55.65,23.65,28.53996,51.67,68.0
2009-08-20,5.94036,32.52,44.74,106.23077,60.95,42.42,24.71,56.14,23.67,28.80257,51.71,68.59
2009-08-21,6.04357,32.85,45.87,109.30769,61.03,43.66,24.955,56.27,24.41,29.42158,51.36,69.92
2009-08-24,6.03786,32.67,47.13,109.23077,61.28,43.01,24.53,55.91,24.64,29.45909,51.55,71.3
2009-08-25,6.05,32.82,48.25,110.0,61.14,43.58,24.37,56.45,24.64,29.3653,51.67,70.68
2009-08-26,5.97893,33.14,47.82,108.53846,60.63,43.3,24.59,57.0,24.55,29.52475,51.8,71.37
2009-08-27,6.05179,33.96,51.82,109.15385,60.49,43.45,24.72,57.16,24.69,29.12145,51.24,70.86
2009-08-28,6.07321,34.24,51.04,108.30769,60.29,42.92,24.53,56.07,24.68,29.09332,51.13,70.12
2009-08-31,6.0075,33.82,49.67,106.92308,60.44,43.46,24.385,56.24,24.65,29.11208,50.87,69.15
2009-09-01,5.90357,31.98,48.77,102.61539,59.94,41.67,24.265,55.64,24.0,28.48369,50.97,68.41
2009-09-02,5.89929,31.95,48.4,101.53846,59.76,40.86,24.9,55.37,23.86,28.26797,50.92,68.18
2009-09-03,5.94821,32.46,48.46,103.46154,59.69,42.11,24.79,55.57,24.11,28.36176,51.74,68.26
2009-09-04,6.0825,32.84,49.15,106.69231,60.32,42.34,24.975,56.14,24.62,28.6994,51.68,69.18
2009-09-08,6.17607,33.49,49.5,111.53846,60.57,42.54,25.205,56.22,24.82,29.02766,51.4,70.65
2009-09-09,6.11214,34.09,50.53,114.38461,60.92,42.86,25.315,55.09,24.78,28.97139,51.11,70.5
2009-09-10,6.16286,34.4,50.49,113.84615,60.66,43.02,25.29,54.85,25.0,29.40282,51.03,70.65
2009-09-11,6.14857,34.17,51.35,112.84615,60.42,42.5,25.755,54.39,24.86,29.31841,50.72,69.98
2009-09-14,6.20429,33.92,50.97,118.07692,60.34,43.75,26.08,54.23,25.0,29.14021,50.38,70.0
2009-09-15,6.25571,34.65,52.07,123.07692,60.15,43.19,26.225,54.98,25.2,29.07456,49.93,69.49
2009-09-16,6.49536,35.84,52.36,130.76923,60.19,44.65,26.335,56.47,25.2,28.5212,50.04,70.34
2009-09-17,6.59107,35.0,52.88,128.15384,60.77,44.96,26.71,56.46,25.3,27.6771,49.96,69.84
2009-09-18,6.60786,34.77,53.02,126.92308,60.78,44.95,26.88,57.0,25.26,27.75214,50.11,69.99
2009-09-21,6.57214,33.76,52.86,128.92308,60.67,44.55,26.5,56.14,25.3,27.65835,50.91,69.57
2009-09-22,6.58857,33.97,53.14,130.84616,61.08,46.47,26.425,55.81,25.77,27.6771,50.99,69.83
2009-09-23,6.625,33.6,52.37,130.76923,60.77,45.06,26.29,55.54,25.71,28.02412,50.4,69.0
2009-09-24,6.565,33.85,51.79,127.53846,60.72,44.37,26.17,56.12,25.94,28.27735,50.7,68.93
2009-09-25,6.51321,33.07,51.52,125.92308,60.62,43.65,26.485,56.95,25.55,28.0804,49.47,68.7
2009-09-28,6.64821,34.41,53.07,128.92308,61.27,44.81,26.565,57.17,25.83,28.46493,49.5,69.59
2009-09-29,6.62071,33.99,54.62,128.53847,60.93,44.88,26.655,57.17,25.75,28.28673,49.23,69.07
2009-09-30,6.61964,33.9,54.15,126.30769,60.89,43.82,26.85,57.07,25.72,28.3899,49.09,68.61
2009-10-01,6.45929,32.46,52.11,122.84615,59.81,41.37,26.56,56.74,24.88,28.14605,49.0,67.27
2009-10-02,6.60357,32.49,51.4,118.15385,59.73,41.86,26.935,56.71,24.96,28.0335,49.08,66.58
2009-10-05,6.64357,33.22,52.28,121.76923,59.82,43.8,26.9,56.61,24.64,28.09915,49.06,67.58
2009-10-06,6.78607,33.52,52.29,123.69231,60.29,44.91,27.16,57.44,25.11,28.29611,49.48,68.66
2009-10-07,6.79464,33.99,51.79,124.30769,60.71,45.7,27.405,57.14,25.1,27.55518,49.49,68.67
2009-10-08,6.75964,34.98,52.3,124.76923,60.94,45.3,27.295,56.87,25.67,27.34884,49.74,69.05
2009-10-09,6.8025,34.94,52.69,124.46154,61.74,45.85,27.325,56.7,25.55,27.34884,49.97,69.27
2009-10-12,6.81464,35.08,51.66,125.61539,62.53,46.08,27.395,56.68,25.72,27.19878,49.61,70.13
2009-10-13,6.78643,34.84,51.9,126.07692,61.01,45.66,27.4,57.05,25.81,27.21754,50.34,70.26
2009-10-14,6.83179,35.09,52.51,129.53847,60.55,47.16,27.42,57.5,25.96,27.14251,50.19,71.84
2009-10-15,6.80571,35.54,51.76,129.15384,60.94,47.16,27.46,58.2,26.71,27.30195,50.95,72.94
2009-10-16,6.71607,34.95,53.19,123.69231,60.46,46.06,27.505,58.78,26.5,27.10499,51.22,73.12
2009-10-19,6.78071,35.74,53.45,121.84615,61.16,45.98,27.395,59.28,26.36,27.16126,51.89,73.62
2009-10-20,7.09857,35.42,51.89,119.84615,60.59,46.03,27.035,58.92,26.37,27.0112,51.7,73.02
2009-10-21,7.31857,35.1,50.63,119.46154,60.31,44.65,27.035,58.33,26.58,27.22692,50.63,73.31
2009-10-22,7.32857,36.44,51.07,118.0,60.94,45.71,27.075,59.5,26.59,27.21754,50.48,74.44
2009-10-23,7.28357,34.58,49.89,116.92308,60.54,45.23,26.62,59.43,28.02,27.0581,50.44,73.57
2009-10-26,7.23143,34.88,48.29,115.46154,60.09,43.82,26.615,59.2,28.68,26.86114,49.84,73.23
2009-10-27,7.04893,35.95,47.75,114.84615,60.02,43.9,26.73,59.02,28.59,27.38636,49.87,74.91
2009-10-28,6.87143,34.67,47.22,110.92308,59.57,42.68,26.755,58.64,28.02,28.08978,49.9,73.84
2009-10-29,7.0125,36.44,48.81,114.38461,59.86,44.35,27.045,59.14,28.22,28.17419,50.4,73.96
2009-10-30,6.73214,34.84,47.8,109.69231,59.05,41.77,26.655,58.61,27.73,27.75214,49.68,71.67
2009-11-02,6.76107,35.68,48.27,111.30769,59.49,42.58,26.86,59.16,27.88,27.58331,50.28,72.15
2009-11-03,6.74107,36.04,48.1,110.15385,58.93,42.7,26.56,59.24,27.53,27.26443,49.9,71.74
2009-11-04,6.81464,35.96,48.07,109.15385,59.52,42.21,26.745,60.29,28.06,27.29257,50.38,71.3
2009-11-05,6.92964,37.74,49.77,111.0,59.98,43.87,27.2,61.48,28.47,27.48953,51.28,72.5
2009-11-06,6.94071,37.21,49.68,117.92308,60.3,43.48,27.245,61.72,28.52,27.724,51.25,72.58
2009-11-09,7.195,39.05,51.35,121.92308,60.75,44.35,27.74,62.64,28.99,28.29611,52.0,72.85
2009-11-10,7.24929,39.68,50.32,121.38461,61.23,44.17,27.905,62.28,29.01,28.42742,52.31,72.61
2009-11-11,7.25893,40.05,50.68,121.76923,60.87,44.32,28.065,62.83,29.12,28.47431,52.97,72.91
2009-11-12,7.21393,39.5,50.28,121.15385,61.15,43.3,27.97,62.17,29.36,28.28673,53.24,71.9
2009-11-13,7.30179,40.35,50.68,120.46154,61.43,42.9,28.23,63.58,29.63,28.2586,53.2,72.47
2009-11-16,7.37964,41.44,52.48,123.07692,62.19,43.04,28.37,64.53,29.54,28.44617,53.16,74.43
2009-11-17,7.39286,41.36,52.53,123.23077,62.17,43.16,28.435,63.57,30.0,28.7463,53.66,75.03
2009-11-18,7.35571,41.57,52.02,123.76923,62.32,43.38,28.29,63.98,30.11,28.75568,54.15,75.27
2009-11-19,7.16107,41.14,51.43,121.23077,62.43,42.55,28.44,63.41,29.78,28.62437,54.54,74.65
2009-11-20,7.14,40.93,51.7,119.92308,62.31,42.46,28.74,63.97,29.62,28.53996,54.28,74.38
2009-11-23,7.35286,41.63,52.63,123.23077,62.69,43.28,29.12,63.99,29.94,29.38406,54.68,75.7
2009-11-24,7.30143,41.44,51.97,124.0,63.18,42.48,29.095,64.22,29.91,29.89052,54.85,75.97
2009-11-25,7.2925,41.72,52.93,124.46154,63.3,42.16,29.055,64.45,29.79,30.04058,54.96,76.47
2009-11-27,7.16393,40.84,52.45,122.61539,62.89,41.33,28.59,63.6,29.22,29.66543,54.63,74.87
